BookName,BookAuthor,BookOriginalPrice,BookDiscountPrice
"অঙ্কের মানুষ-২","সৌমেন সাহা","TK. 320","TK. 246"
"আশারা মোবাশশারা","নূর মোহাম্মদ মল্লিক","TK. 130","TK. 91"
"খোয়াজ মিয়া জীবনকথা ও গীতিসমগ্র","সৈয়দা আখিঁ হক","TK. 500","TK. 425"
"পাঠক বঙ্গবন্ধু লেখক বঙ্গবন্ধু","সুভাষ সিংহ রায়","TK. 260","TK. 221"
"উটের কাফেলা ","খালিনা খালিলি","TK. 120","TK. 84"
"দুর্জন","বাশার খান অপূর্ব","TK. 180","TK. 158"
"বঙ্গবন্ধুকে নিবেদিত ১০০ ছড়া","সাইফুল্লাহ মাহমুদ দুলাল","TK. 250","TK. 213"
"হোয়াইট হাউজ কেলেঙ্কারি","সৌমেন সাহা","TK. 200","TK. 176"
"ইমিগ্রেশন ","সালমা বাণী","TK. 1,200","TK. 1,020"
"সেরা রাঁধনির টুইস্ট ","হুমায়রা রায়হানা খান নীলা","TK. 800","TK. 680"
"আল-কুরআনে শিল্পায়নের ধারণা","ইসমাঈল মুফিজী","TK. 350","TK. 193"
"সফলতার সীমা নাই ব্যর্থতাই শেষ নয়","এ বি এম নুরুল হক ","TK. 400","TK. 340"
"বিয়োগপর্ব","দেবতোষ দাশ","TK. 320","TK. 224"
"হৃদয়নাথের ঢাকা শহর ","মুনতাসীর মামুন","TK. 210","TK. 179"
"নাই নাই ভয় হবে হবে জয় ","আতিউর রহমান","TK. 540","TK. 459"
"বিষাদের আঙুলে ভালোবাসা নেই","রাকিবুল হায়দার","TK. 150","TK. 132"
"সায়েন্স ফিকশন- নিকি","মোশতাক আহমেদ","TK. 250","TK. 213"
"ডোর ওপেনার ","শওকত সাদী","TK. 280","TK. 238"
"শতবর্ষে সুভাষ মুখোপাধ্যায় : বাংলাদেশের শ্রদ্ধাঞ্জলি","মতিউর রহমান ","TK. 260","TK. 221"
"সোনার খাঁচা","লায়লা চৌধুরী","TK. 200","TK. 176"
"শামসুর রাহমানের গল্প","শামসুর রাহমান","TK. 150","TK. 132"
"টাকার গাছ","শাকিল (কবি)","TK. 150","TK. 132"
"সক্রেটিস গ্রিক জাতি ও গ্রিক সভ্যতা","শ্রীরজনীকান্ত গুহ","TK. 675","TK. 574"
"ককেশিয়ার দিন রাত্রি","শাহাব আহমেদ","TK. 500","TK. 425"
"লেনিনগ্রাদ থেকে ককেশিয়া","শাহাব আহমেদ","TK. 600","TK. 510"
"গোলাপের নহবত ","পিয়াস মজিদ","TK. 120","TK. 106"
"মানবীমঙ্গল ","আলম খোরশেদ","TK. 240","TK. 204"
"রাজা আসছেন কুঁড়েঘরে ","আহমদ রফিক","TK. 300","TK. 234"
"ঈদ ও কোরবানি","মুফতি সাদেকুল আসলাম","TK. 50","TK. 45"
"ভাঙাবাড়ির রহস্য","ইকবাল খন্দকার","TK. 184","TK. 162"
"পাঁচ আঙুলের পাণ্ডুলিপি","মেহেদী হাসান (সাদা কাঁক)","TK. 160","TK. 141"
"শতাব্দীসন্ধির কবিতা : দিশা ও বিদিশা","বেগম আকতার কামাল","TK. 400","TK. 340"
"আমি তুমি ও সে ","ড. নাসরীন জেবিন","TK. 175","TK. 154"
"অরণ্য এবং তুমি","শেখ সুজন আলী","TK. 250","TK. 213"
"নির্বাচিত কবিতা","কচি রেজা","TK. 200","TK. 176"
"আফ্রিকান ও অন্যান্য অনুবাদ কবিতা","সৈয়দ শামসুল হক","TK. 235","TK. 200"
"রাসুল (স.)-এর দেশে ৪৫ দিন","মোল্লা আলী আছগার","TK. 135","TK. 119"
"আয়নার উল্টো পাশে","আরণ্য সুজন","TK. 180","TK. 158"
"একটা জাদুর হাড়","জফির সেতু","TK. 280","TK. 238"
"অসাধু সিদ্ধার্থ","জগদীশ গুপ্ত","TK. 180","TK. 126"
"হৃৎস্পন্দনের অঞ্জলি","শিলা দেবনাথ","TK. 222","TK. 189"
"Islam and Some Contemporary Issues","এম. শমশের আলী","TK. 250","TK. 213"
"অবকাশের ডাকবাক্স","নিবেদিতা নার্গিস পান্না","TK. 520","TK. 442"
"আকাশরেখার সীমানায়","মনিজা রহমান","TK. 260","TK. 221"
"লালপুঁটি ব্যাঙমাসি","আশরাফ আলী চারু","TK. 180","TK. 158"
"ভূতসমগ্র","বিপাশা মন্‌ডল","TK. 300","TK. 255"
"মন্ত্রিত্বকালীন পাঁচ বছরে ব্যারিস্টার শফিক আহমেদ ৩","খালিদ মারুফ","TK. 1,000","TK. 850"
"ভুল নয় ফুল ছড়াও","হালিমা মুক্তা","TK. 200","TK. 176"
"সাধারণ মানুষের অসাধারণ সংবিধান","শাহ মোহাম্মদ ওমর ফারুক যুবায়ের","TK. 160","TK. 112"
"তুর্কিস্তানের রাজকুমারী","নাজিব কিলানি","TK. 350","TK. 221"
"দাসী না দেবী?","কেয়া তালুকদার","TK. 290","TK. 247"
"ইউকিও মিশিমা’র শ্রেষ্ঠ গল্প","ইউকিও মিশিমা","TK. 450","TK. 383"
"অনাকাঙ্ক্ষিত স্বপ্নের কাছাকাছি","নাজনীন শুভ্র","TK. 135","TK. 119"
"অচেনা আপন","এ কে ফজলুল হক","TK. 300","TK. 189"
"কুক্কুরু কু","পলাশ মাহবুব","TK. 170","TK. 150"
"জোজোর কাণ্ড","শরীফুল হাসান","TK. 140","TK. 123"
"অনুভূতির ময়না তদন্ত","সীমা পারভীন","TK. 160","TK. 141"
"তরুণীর খুলি","ইকবাল খন্দকার","TK. 190","TK. 133"
"দর্শনের সমস্যা","বারট্রান্ড রাসেল","TK. 250","TK. 213"
"যেদিন মৃত ছিলাম","হাফিজুর রহমান (পুলিশ অফিসার)","TK. 200","TK. 176"
"‘ফিট’ থাকুন দেহে ও মনে","আহমদ রফিক","TK. 300","TK. 234"
"আনা ফ্রাঙ্কের ডায়েরি","অ্যানা ফ্রাঙ্ক","TK. 350","TK. 298"
"তোমার আশায় ছিলাম একা","ডি এম আবু বকর","TK. 180","TK. 158"
"মৃণ্ময় মৃণালিনী","শরিফুল ইসলাম (শরিফ)","TK. 150","TK. 132"
"অচেনা পাহাড় ও অরণ্যে","নীলোৎপল দাস","TK. 200","TK. 176"
"রক্তে ভাসে ইরাক","মিনহাজুল ইসলাম মাসুম","TK. 250","TK. 213"
"করুণা","রবীন্দ্রনাথ ঠাকুর","TK. 200","TK. 176"
"সুরম্য কুরম্য","আহসান হাবীব (কার্টুনিস্ট)","TK. 180","TK. 158"
"ওয়েডিং অ্যালবাম","ডেভিড মারুসেক","TK. 220","TK. 187"
"গণিতের বিস্ময়কর ক্যুইজ","ড. আমানুর আমান","TK. 250","TK. 213"
"সক্রেটিসের বিচার ও মৃত্যু","প্লেটো","TK. 350","TK. 263"
"সায়েন্স ফিকশন: রোবটের পৃথিবী","মোশতাক আহমেদ","TK. 180","TK. 140"
"জলে ভাসা পদ্য","ফারজানা করিম","TK. 200","TK. 176"
"তুমি রবে আঁখিপল্লবে","তৌহিদুর রহমান","TK. 200","TK. 176"
"মুক্তিযুদ্ধে আট নম্বর সেক্টর","কর্ণেল (অব:) মোহাম্মদ সফিকউল্লাহ বীরপ্রতীক","TK. 625","TK. 488"
"তিলোত্তমা ","আরিফ খন্দকার","TK. 270","TK. 230"
"গ্রীক মনীষীদের গল্প শোন","শিমুল পারভীন","TK. 130","TK. 114"
"গল্পে গল্পে বঙ্গবন্ধু","শিমুল পারভীন","TK. 150","TK. 132"
"Catghost","ফারাহ খন্দকার","TK. 500","TK. 425"
"কবিতার মুসাফির","বুলবুল সারওয়ার","TK. 240","TK. 204"
"আবার বনলতা ","আফতাব হোসেন","TK. 300","TK. 255"
"মা ফাতিমা","আল্লামা বাকের শরীফ আল কোরাইশী","TK. 300","TK. 255"
"পরান কথার ঘ্রাণ","শেখর দেব","TK. 150","TK. 132"
"কিঞ্চিৎ দুঃখের ওম ","সজীব মেহেদী","TK. 180","TK. 158"
"বানিশান্তার মেয়ে","মনোয়ারা বেগম","TK. 150","TK. 132"
"পরপার ","সার্জিল খান","TK. 200","TK. 176"
" বাঙালির জাগরণ ও উন্নয়নে বঙ্গবন্ধু ও তাঁর সুযোগ্য কন্যা ","ডা. নারগিস বেগম মোস্তফা","TK. 500","TK. 425"
"জন্মই মৃত্যুর চিঠি","খান শফিকুল মান্নান","TK. 250","TK. 213"
